county,GEOID,year,renting_hh,filings_observed,ind_filings_court_issued_lt,hh_threat_observed,filing_rate,threat_rate,NAME,asian_hhs,asian_owner,asian_renter,black_hhs,black_owner,black_renter,latino_hhs,latino_owner,latino_renter,med_hh_inc,med_hh_inc_own,med_hh_inc_rent,nhw_hhs,nhw_owner,nhw_renter,owner_hhs,renter_hhs,total_hhs,total_pop,u_own,u_rent,cb_owner,p_cb_owner,cb_renter,p_cb_renter,prent,pown,prent_blk,prent_his,prent_nhw,prent_asian
El Dorado County,06017,2012,19464,588,0,572,3.020961775585697,2.9387587340731605,"El Dorado County, California",1838,1467,371,367,318,49,5626,2476,3150,70117,83324,41550,58029,45202,12827,50953,16893,67846,180441,50953,16893,20521,0.4027437049830236,8768,0.5585069112682336,0.24899036052235946,0.7510096394776405,0.1335149863760218,0.559900462140064,0.22104465008874874,0.20184983677910773
El Dorado County,06017,2013,19781,577,0,565,2.9169404984581164,2.8562762246600273,"El Dorado County, California",1923,1471,452,414,310,104,5703,2569,3134,69297,83242,38577,57844,45048,12796,50797,17088,67885,180982,50797,17088,20116,0.39600763824635316,8803,0.5593823473343077,0.25171982028430434,0.7482801797156957,0.25120772946859904,0.5495353322812555,0.22121568356268584,0.23504940197607904
El Dorado County,06017,2014,20097,565,0,546,2.8113648803303977,2.7168234064785786,"El Dorado County, California",1909,1490,419,382,286,96,5882,2622,3260,68507,82275,38109,57060,44130,12930,49833,17387,67220,181465,49833,17387,19107,0.383420624887123,8823,0.5535826327017191,0.25865813745908955,0.7413418625409104,0.2513089005235602,0.5542332539952397,0.22660357518401683,0.21948664222105815
El Dorado County,06017,2015,20413,536,0,,2.625777690687307,,"El Dorado County, California",1923,1511,412,413,298,115,5715,2664,3051,69584,83395,37914,57135,44044,13091,49861,17225,67086,182093,49861,17225,18002,0.3610437014901426,8477,0.5373011345629715,0.25675997972751397,0.743240020272486,0.2784503631961259,0.5338582677165354,0.2291240045506257,0.2142485699427977
El Dorado County,06017,2016,20729,497,0,,2.397607216942448,,"El Dorado County, California",2162,1729,433,449,289,160,5503,2721,2782,72586,86585,39968,57331,44373,12958,50614,16914,67528,183000,50614,16914,17572,0.3471766704864267,8127,0.5224686595949856,0.2504738775026656,0.7495261224973344,0.35634743875278396,0.5055424314010539,0.22602082642898258,0.20027752081406106
El Dorado County,06017,2017,21045,437,0,,2.0765027322404372,,"El Dorado County, California",2306,1891,415,430,318,112,5612,3100,2512,74885,89204,40120,57568,45096,12472,51948,16136,68084,185015,51948,16136,17771,0.34209209209209207,7848,0.527809536619813,0.23700135127195818,0.7629986487280418,0.26046511627906976,0.4476122594440485,0.21664813785436354,0.17996530789245446
Fresno County,06019,2010,130700,5993,0,,4.58530986993114,,"Fresno County, California",21996,12552,9444,15547,4695,10852,112416,49902,62514,46430,66583,29007,128169,86172,41997,156132,127704,283836,908830,156132,127704,58555,0.3750352266031307,68475,0.5617816209830255,0.44992178581998055,0.5500782141800195,0.6980124782916318,0.5560952177625961,0.3276689371064766,0.42935079105291873
Fresno County,06019,2011,132307,5757,0,,4.351243698368189,,"Fresno County, California",21659,12058,9601,15211,4638,10573,114369,50557,63812,46903,67529,29485,128236,86786,41450,156979,128359,285338,920623,156979,128359,58361,0.37177584262863184,70166,0.5722371286200119,0.44984895106855727,0.5501510489314427,0.6950890802708566,0.5579483951070657,0.32323216569450075,0.4432799298213214
Fresno County,06019,2012,133914,5290,0,,3.950296458921397,,"Fresno County, California",22040,11965,10075,15750,4789,10961,117022,50425,66597,45741,66529,29022,126352,85269,41083,155585,131497,287082,930517,155585,131497,57414,0.36902014975736736,73651,0.5858708794705358,0.4580468298256247,0.5419531701743753,0.695936507936508,0.5690981183025414,0.32514720780043055,0.45712341197822143
Fresno County,06019,2013,135521,4796,0,,3.538934925214542,,"Fresno County, California",22549,11915,10634,16163,4761,11402,118941,50493,68448,45563,66196,28793,126007,85373,40634,155858,133953,289811,939605,155858,133953,54621,0.35045361803693104,75710,0.5923265893692594,0.46220812874597583,0.5377918712540242,0.7054383468415517,0.5754785986329357,0.32247414826160453,0.47159519269147193
Fresno County,06019,2014,137128,4614,0,4594,3.36473951344729,3.3501546000816758,"Fresno County, California",22991,12251,10740,16295,4412,11883,123020,52349,70671,45201,66280,28722,124081,83106,40975,155487,137063,292550,948844,155487,137063,52294,0.3363239370493996,78345,0.597023455717617,0.46851136557853357,0.5314886344214664,0.7292420988033139,0.5744675662493903,0.3302278350432379,0.46713931538428083
Fresno County,06019,2015,138735,4492,0,,3.237827512884276,,"Fresno County, California",23218,12335,10883,16719,4445,12274,126033,53344,72689,45233,66082,29044,123990,83044,40946,156474,139831,296305,956749,156474,139831,50234,0.3210373608395005,79836,0.5968243526104898,0.4719157624744773,0.5280842375255227,0.7341348166756385,0.576745772932486,0.3302363093797887,0.4687311568610561
Fresno County,06019,2016,140342,4197,0,4183,2.9905516523920137,2.9805760214333556,"Fresno County, California",24231,13032,11199,17025,4271,12754,129012,54864,74148,45963,67711,28984,122864,81761,41103,157227,142229,299456,963160,157227,142229,47714,0.30347204996597277,81817,0.599387550274357,0.47495792370164563,0.5250420762983543,0.7491336270190896,0.5747372337456981,0.3345406302904024,0.46217655069951713
Fresno County,06019,2017,141949,3815,0,3801,2.6875849777032594,2.677722280537376,"Fresno County, California",24821,13623,11198,16973,4205,12768,131268,57169,74099,48730,71259,30837,122093,81807,40286,160001,141823,301824,971616,160001,141823,45455,0.2840919744251598,79572,0.5846454523412415,0.46988642387616625,0.5301135761238338,0.7522535792140458,0.5644863942468842,0.3299615866593498,0.45115023568752266
Glenn County,06021,2010,3700,56,0,,1.5135135135135136,,"Glenn County, California",150,114,36,108,36,72,2429,1254,1175,43074,52725,24344,6657,4922,1735,6518,3142,9660,27935,6518,3142,2313,0.3548634550475606,1586,0.5705035971223021,0.32525879917184264,0.6747412008281574,0.6666666666666666,0.48373816385343765,0.26062791047018175,0.24
Glenn County,06021,2012,3786,107,0,106,2.826201796090861,2.7997886951928157,"Glenn County, California",109,58,51,66,22,44,2599,1403,1196,42641,53299,25984,6416,4584,1832,6242,3298,9540,28078,6242,3298,2305,0.3692726690163409,1540,0.5114579873796081,0.34570230607966457,0.6542976939203354,0.6666666666666666,0.46017699115044247,0.2855361596009975,0.46788990825688076
Glenn County,06021,2013,3830,83,0,83,2.16710182767624,2.16710182767624,"Glenn County, California",127,75,52,58,26,32,2672,1429,1243,43023,53634,25544,6475,4400,2075,6074,3554,9628,28054,6074,3554,2158,0.35528482054659205,1572,0.48683803034995354,0.36913169921063566,0.6308683007893644,0.5517241379310345,0.4651946107784431,0.3204633204633205,0.4094488188976378
Glenn County,06021,2015,3916,48,0,48,1.2257405515832482,1.2257405515832482,"Glenn County, California",125,59,66,64,14,50,2830,1527,1303,39349,51723,26307,6208,4185,2023,5855,3642,9497,28029,5855,3642,1993,0.3403928266438941,1751,0.5166715845382118,0.38348952300726546,0.6165104769927345,0.78125,0.4604240282685512,0.32586984536082475,0.528
Glenn County,06021,2016,3959,83,0,,2.0964890123768627,,"Glenn County, California",181,109,72,19,0,19,2945,1458,1487,41699,53247,27237,6363,3999,2364,5635,4166,9801,27976,5635,4166,1887,0.33487133984028394,1894,0.4873906330416881,0.4250586674829099,0.5749413325170901,1,0.5049235993208828,0.37152286657237155,0.39779005524861877
Glenn County,06021,2017,4002,73,0,72,1.824087956021989,1.7991004497751124,"Glenn County, California",214,111,103,32,0,32,3148,1494,1654,46260,56961,27847,6316,4040,2276,5724,4212,9936,27935,5724,4212,1562,0.2728860936408106,1963,0.508812856402281,0.42391304347826086,0.5760869565217391,1,0.525412960609911,0.36035465484483853,0.48130841121495327
Humboldt County,06023,2010,25211,529,0,,2.0982904287810875,,"Humboldt County, California",777,391,386,376,58,318,2983,1010,1973,40089,55381,26550,46365,27844,18521,31240,23036,54276,133058,31240,23036,11050,0.35371318822023046,13242,0.6192190787935469,0.42442331785687964,0.5755766821431203,0.8457446808510638,0.6614146832048273,0.39946080017254393,0.4967824967824968
Humboldt County,06023,2011,25447,532,0,,2.090619719416827,,"Humboldt County, California",827,412,415,391,64,327,2942,1018,1924,40376,54542,26635,45970,27556,18414,30802,22922,53724,133585,30802,22922,10928,0.35478215700279203,13180,0.616406323075484,0.42666219938947214,0.5733378006105279,0.8363171355498721,0.6539768864717879,0.4005655862519034,0.501813784764208
Humboldt County,06023,2012,25683,474,0,,1.845578787524822,,"Humboldt County, California",816,373,443,348,111,237,3031,970,2061,40830,55668,26547,45562,26524,19038,29782,23525,53307,134317,29782,23525,10816,0.3631723860049694,13779,0.6215716347888849,0.4413116476260153,0.5586883523739846,0.6810344827586207,0.6799736060706038,0.4178482068390325,0.5428921568627451
Humboldt County,06023,2013,25920,512,0,,1.9753086419753085,,"Humboldt County, California",935,400,535,393,148,245,3089,968,2121,41426,55700,27442,45283,26378,18905,29777,23519,53296,134613,29777,23519,10323,0.34667696544312726,13666,0.6201669994554365,0.441290153107175,0.558709846892825,0.6234096692111959,0.6866299773389446,0.4174855906189961,0.5721925133689839
Humboldt County,06023,2014,26156,522,0,,1.9957179996941428,,"Humboldt County, California",970,370,600,505,176,329,3290,967,2323,42153,55616,28391,44484,25719,18765,29121,24009,53130,134876,29121,24009,10159,0.34885477833865597,13768,0.6083690513013124,0.4518915866741954,0.5481084133258046,0.6514851485148515,0.7060790273556231,0.4218370650121392,0.6185567010309279
Humboldt County,06023,2015,26392,570,0,,2.159745377387087,,"Humboldt County, California",1014,394,620,521,151,370,3417,890,2527,42197,55795,28006,44161,25762,18399,29128,23908,53036,135034,29128,23908,9885,0.3393641856632793,13705,0.6097886540600668,0.4507881439022551,0.5492118560977449,0.710172744721689,0.739537606087211,0.41663458707909695,0.611439842209073
Humboldt County,06023,2016,26628,538,0,,2.0204296229532823,,"Humboldt County, California",1032,440,592,569,192,377,3690,1028,2662,42685,56438,28845,44252,26069,18183,29702,23987,53689,135182,29702,23987,10053,0.33846205642717664,13988,0.6192942843228406,0.4467768071672037,0.5532231928327963,0.6625659050966608,0.7214092140921409,0.4108966826358131,0.5736434108527132
Humboldt County,06023,2017,26864,418,0,,1.5559857057772484,,"Humboldt County, California",1078,482,596,566,174,392,3935,1126,2809,43718,57834,29278,44229,26702,17527,30500,23466,53966,135490,30500,23466,9935,0.3257377049180328,13728,0.6252220248667851,0.4348293369899566,0.5651706630100434,0.6925795053003534,0.7138500635324015,0.3962784598340455,0.5528756957328386
Imperial County,06025,2010,21661,685,0,,3.162365541757075,,"Imperial County, California",745,527,218,1052,546,506,34385,18019,16366,38685,55875,22283,10311,7327,2984,26779,20525,47304,168052,26779,20525,10562,0.39441353299227006,10540,0.5443933681111512,0.4338956536445121,0.5661043463554879,0.48098859315589354,0.47596335611458485,0.2893996702550674,0.29261744966442954
Imperial County,06025,2011,21934,529,0,,2.4117807969362635,,"Imperial County, California",701,509,192,1099,423,676,35733,18659,17074,39402,57801,22300,9836,6933,2903,26815,21302,48117,171343,26815,21302,10277,0.38325564049972033,11189,0.5563068662059365,0.44271255481430677,0.5572874451856932,0.6151046405823476,0.4778216214703495,0.29514030093533955,0.2738944365192582
Imperial County,06025,2012,22208,618,0,,2.782780979827089,,"Imperial County, California",628,459,169,929,372,557,36091,19401,16690,41255,57858,23450,9597,6789,2808,27299,20629,47928,173487,27299,20629,10182,0.37298069526356276,10813,0.5602880978289031,0.4304164580203639,0.5695835419796361,0.5995694294940797,0.46244216009531464,0.2925914348233823,0.26910828025477707
Imperial County,06025,2013,22481,450,0,,2.00169031626707,,"Imperial County, California",697,428,269,805,466,339,36384,19044,17340,41807,60722,24090,9521,6848,2673,27107,20992,48099,175201,27107,20992,9549,0.3522706312022725,10972,0.5580023394192137,0.4364331898792075,0.5635668101207926,0.42111801242236024,0.47658311345646437,0.2807478206070791,0.38593974175035867
Imperial County,06025,2014,22754,424,0,,1.8634086314494154,,"Imperial County, California",629,377,252,803,413,390,35583,18386,17197,41772,59183,24964,9245,6645,2600,26135,20817,46952,177026,26135,20817,8819,0.33744021427204896,11034,0.5647167204053432,0.44336769466689385,0.5566323053331061,0.48567870485678705,0.4832925835370823,0.28123309897241755,0.40063593004769477
Imperial County,06025,2015,23028,359,0,,1.5589716866423484,,"Imperial County, California",701,415,286,823,392,431,35490,18296,17194,41079,59757,24874,8834,6377,2457,25777,20675,46452,178206,25777,20675,8138,0.31570780152849437,11286,0.5799886941775014,0.44508309652975114,0.5549169034702489,0.5236938031591738,0.4844744998591152,0.27812995245641836,0.4079885877318117
Imperial County,06025,2016,23301,388,0,,1.6651645852109351,,"Imperial County, California",795,476,319,862,403,459,34993,17938,17055,42560,60582,25575,8554,6384,2170,25544,20256,45800,178807,25544,20256,7757,0.3036720952082681,10753,0.566932039858702,0.4422707423580786,0.5577292576419214,0.5324825986078886,0.4873831909238991,0.25368248772504093,0.40125786163522015
Imperial County,06025,2017,23574,394,0,,1.6713328242979553,,"Imperial County, California",778,476,302,904,365,539,35010,18298,16712,44779,63919,27281,7966,6045,1921,25507,19691,45198,179957,25507,19691,7385,0.2895283647626142,10200,0.5529354366563669,0.4356608699499978,0.5643391300500022,0.5962389380530974,0.4773493287632105,0.2411498870198343,0.38817480719794345
Inyo County,06027,2010,2928,36,0,,1.2295081967213115,,"Inyo County, California",181,33,148,38,2,36,930,398,532,44808,56922,33125,6034,4278,1756,5109,2873,7982,18434,5109,2873,1654,0.32374241534546877,1296,0.5393258426966292,0.35993485342019543,0.6400651465798045,0.9473684210526315,0.5720430107526882,0.29101756711965526,0.8176795580110497
Inyo County,06027,2011,2954,36,0,,1.2186865267433988,,"Inyo County, California",153,30,123,36,5,31,941,377,564,49571,61978,29918,5986,4179,1807,4960,2950,7910,18457,4960,2950,1493,0.30100806451612905,1328,0.5697125697125697,0.3729456384323641,0.6270543615676359,0.8611111111111112,0.5993623804463337,0.30187103240895424,0.803921568627451
Inyo County,06027,2012,2980,36,0,,1.2080536912751678,,"Inyo County, California",154,42,112,30,4,26,1005,429,576,45000,59964,29480,5881,4099,1782,4980,2930,7910,18474,4980,2930,1367,0.2744979919678715,1368,0.575031525851198,0.37041719342604296,0.629582806573957,0.8666666666666667,0.573134328358209,0.3030096922292127,0.7272727272727273
Inyo County,06027,2013,3006,30,0,,0.998003992015968,,"Inyo County, California",134,51,83,30,5,25,1042,466,576,44796,61052,30462,5803,4054,1749,5047,2826,7873,18482,5047,2826,1307,0.2589657222112146,1244,0.5355144210073182,0.35894830433125874,0.6410516956687413,0.8333333333333334,0.5527831094049904,0.30139582974323625,0.6194029850746269
Inyo County,06027,2014,3032,33,0,,1.0883905013192612,,"Inyo County, California",92,33,59,32,13,19,1096,516,580,45625,60948,31157,5851,3953,1898,5007,2884,7891,18439,5007,2884,1396,0.27880966646694627,1291,0.5250101667344449,0.36547966037257634,0.6345203396274236,0.59375,0.5291970802919708,0.32438899333447274,0.6413043478260869
Inyo County,06027,2015,3058,47,0,,1.5369522563767168,,"Inyo County, California",92,30,62,32,10,22,1090,508,582,45955,60914,33412,5888,4053,1835,5110,2847,7957,18373,5110,2847,1363,0.26673189823874754,1188,0.48728465955701394,0.3577981651376147,0.6422018348623854,0.6875,0.5339449541284403,0.3116508152173913,0.6739130434782609
Inyo County,06027,2016,3084,27,0,,0.8754863813229572,,"Inyo County, California",95,28,67,26,8,18,1130,522,608,47278,62324,34802,5814,4079,1735,5204,2769,7973,18326,5204,2769,1276,0.24519600307455802,1164,0.47144592952612396,0.3472971278063464,0.6527028721936535,0.6923076923076923,0.5380530973451327,0.2984176126590987,0.7052631578947368
Inyo County,06027,2017,3110,30,0,,0.964630225080386,,"Inyo County, California",161,29,132,27,11,16,1184,509,675,51500,65094,36046,5784,3977,1807,5109,2917,8026,18195,5109,2917,1284,0.25132119788608337,1273,0.4845831747240198,0.36344380762521805,0.636556192374782,0.5925925925925926,0.5701013513513513,0.31241355463347165,0.8198757763975155
Kern County,06029,2010,101782,5813,0,5711,5.711225953508479,5.6110117702540725,"Kern County, California",8928,5947,2981,13033,4798,8235,91400,48651,42749,47089,61780,30161,128848,89259,39589,152284,95773,248057,815693,152284,95773,57420,0.37705865356833285,50437,0.5527403040033315,0.3860927125620321,0.6139072874379679,0.6318575922657869,0.4677133479212254,0.30725350800943746,0.33389336917562723
Kern County,06029,2011,103446,5911,0,5816,5.714092376698954,5.6222570229878395,"Kern County, California",8963,5784,3179,13854,4627,9227,94158,49079,45079,48021,63050,30727,128253,87776,40477,150867,100132,250999,829254,150867,100132,56053,0.3715391702625491,53165,0.5572967986750247,0.39893386029426414,0.6010661397057359,0.666017034791396,0.4787591070328597,0.3156027539316819,0.3546803525605266
Kern County,06029,2012,105111,5570,0,5488,5.299159935687035,5.221147168231679,"Kern County, California",9201,5923,3278,13785,4617,9168,96803,48810,47993,47727,63047,30595,127773,87031,40742,149657,103521,253178,839153,149657,103521,52942,0.3537555877773843,56208,0.5689471926148614,0.4088862381407547,0.5911137618592452,0.6650707290533189,0.4957800894600374,0.31886235746206165,0.356265623301815
Kern County,06029,2013,106775,5098,0,5025,4.774525872161087,4.7061578084757665,"Kern County, California",9454,6285,3169,14507,4500,10007,99107,49167,49940,48552,65024,30918,126724,85136,41588,148163,107108,255271,848204,148163,107108,48667,0.3284693209505747,57740,0.564871157721732,0.4195854601580281,0.5804145398419719,0.689804921761908,0.5038998254411898,0.32817777216628263,0.3352020308863973
Kern County,06029,2014,108439,4793,0,4722,4.419996495725707,4.3545218971034405,"Kern County, California",9940,6450,3490,14670,4403,10267,102426,50371,52055,48574,65947,31425,125284,83138,42146,147334,110403,257737,857730,147334,110403,45223,0.3069420500359727,58945,0.5598932360679718,0.4283552613710876,0.5716447386289124,0.6998636673483299,0.5082205689961533,0.3364036908144695,0.35110663983903423
Kern County,06029,2015,110104,4703,0,,4.271416115672455,,"Kern County, California",10195,6787,3408,14715,4349,10366,105410,51623,53787,49026,66168,31697,124187,81792,42395,147125,112575,259700,865736,147125,112575,42961,0.2920033984706882,59273,0.5523684382193147,0.43348093954562955,0.5665190604543704,0.7044512402310568,0.5102646807703254,0.34138033771650816,0.3342815105443845
Kern County,06029,2016,111768,4492,0,,4.019039438837592,,"Kern County, California",10623,7198,3425,14237,4349,9888,107592,52994,54598,49788,67611,32063,124655,82234,42421,149309,113028,262337,871337,149309,113028,42516,0.284751756424596,59471,0.5509022528531199,0.4308503947212936,0.5691496052787064,0.6945283416450094,0.5074540858056361,0.3403072480044924,0.322413630801092
Kern County,06029,2017,113432,4486,0,,3.954792298469568,,"Kern County, California",11057,7372,3685,14190,4468,9722,110506,55387,55119,50826,68956,33279,123615,81457,42158,151564,113429,264993,878744,151564,113429,42740,0.2819930854292576,59864,0.5519250626936126,0.4280452691203164,0.5719547308796836,0.6851303735024665,0.49878739615948453,0.3410427537111192,0.33327303970335537
Kings County,06031,2010,18904,628,0,,3.322048243757935,,"Kings County, California",1644,961,683,2507,1206,1301,16192,7548,8644,48684,63185,34778,19593,12747,6846,22738,17868,40606,151122,22738,17868,7530,0.3311636907379717,7763,0.4789314578320686,0.44003349258730234,0.5599665074126976,0.5189469485440766,0.5338438735177866,0.34941050375133975,0.41545012165450124
Kings County,06031,2011,19096,644,0,,3.3724340175953076,,"Kings County, California",1601,908,693,2504,1026,1478,16596,7607,8989,48838,64934,35159,19384,12514,6870,22251,18465,40716,152335,22251,18465,7581,0.34070378859377104,8462,0.5012736212309697,0.45350722074860006,0.5464927792513999,0.5902555910543131,0.5416365389250422,0.35441601320676847,0.43285446595877575
Kings County,06031,2012,19288,600,0,,3.1107424305267526,,"Kings County, California",1643,917,726,2441,911,1530,16842,7435,9407,48761,65281,35453,19114,12011,7103,21512,19255,40767,151982,21512,19255,7152,0.33246560059501673,9077,0.5095716611463538,0.4723182966615154,0.5276817033384845,0.6267922982384269,0.5585441159007244,0.3716124306790834,0.4418746195982958
Kings County,06031,2013,19481,597,0,,3.064524408397926,,"Kings County, California",1559,802,757,2473,789,1684,17193,7585,9608,48133,65813,34176,18713,11681,7032,21127,19658,40785,151806,21127,19658,6771,0.3204903677758319,9468,0.5173487787552593,0.4819909280372686,0.5180090719627314,0.6809543065103114,0.5588320828244053,0.37578154224336024,0.48556767158434894
Kings County,06031,2014,19673,515,0,,2.6178010471204187,,"Kings County, California",1604,835,769,2208,735,1473,17667,7808,9859,47341,66452,34014,18694,11610,7084,21358,19750,41108,151390,21358,19750,6237,0.2920217248806068,9688,0.5235058899816276,0.4804417631604554,0.5195582368395446,0.6671195652173914,0.558046074602366,0.3789451160800257,0.47942643391521195
Kings County,06031,2015,19865,515,0,,2.59249937075258,,"Kings County, California",1551,853,698,2365,782,1583,18264,7928,10336,46481,64842,34220,18580,11529,7051,21363,20191,41554,150998,21363,20191,6038,0.2826382062444413,9948,0.5219033628875714,0.48589786783462485,0.5141021321653751,0.6693446088794927,0.565922032413491,0.3794940796555436,0.45003223726627983
Kings County,06031,2016,20057,508,0,,2.532781572518323,,"Kings County, California",1640,909,731,2323,733,1590,18331,7753,10578,47241,65838,34778,18621,11252,7369,20980,20865,41845,150261,20980,20865,5449,0.25972354623450905,10200,0.5160898603521554,0.49862588122834267,0.5013741187716573,0.6844597503228583,0.5770552615787464,0.3957359969926427,0.4457317073170732
Kings County,06031,2017,20249,534,0,,2.637167267519384,,"Kings County, California",1688,987,701,2278,736,1542,18885,8362,10523,49742,70453,36056,18474,11369,7105,21925,20424,42349,150183,21925,20424,5482,0.25003420752565564,9815,0.5101616508134519,0.48227821200028337,0.5177217879997167,0.6769095697980685,0.5572147206777867,0.3845945653350655,0.4152843601895735
Lake County,06033,2010,9076,440,0,428,4.847950639048039,4.7157338034376375,"Lake County, California",244,179,65,539,238,301,2515,1442,1073,39491,48482,23243,20818,14494,6324,16902,8278,25180,64371,16902,8278,7169,0.4241509880487516,4945,0.6654555241555645,0.32875297855440827,0.6712470214455918,0.5584415584415584,0.42664015904572566,0.30377557882601597,0.26639344262295084
Lake County,06033,2011,9182,404,0,398,4.399912873012416,4.334567632324112,"Lake County, California",318,208,110,595,265,330,2521,1341,1180,39525,49208,24467,21113,14313,6800,16737,8917,25654,64392,16737,8917,6961,0.4159048814004899,5481,0.6650891882053149,0.3475871209168161,0.6524128790831839,0.5546218487394958,0.46806822689408967,0.3220764457916923,0.34591194968553457
Lake County,06033,2012,9289,406,0,395,4.370761115297664,4.252341479168909,"Lake County, California",348,225,123,625,257,368,2675,1328,1347,38147,48765,24304,21359,14156,7203,16530,9573,26103,64360,16530,9573,7117,0.4305505142165759,5967,0.6641807658058771,0.36673945523503043,0.6332605447649695,0.5888,0.5035514018691589,0.33723488927384243,0.35344827586206895
Lake County,06033,2013,9395,426,0,418,4.534326769558276,4.449175093134646,"Lake County, California",322,165,157,623,262,361,2753,1290,1463,36548,48705,23848,21601,14308,7293,16616,9889,26505,64260,16616,9889,6842,0.4117717862301396,6363,0.6875202593192868,0.3730994152046784,0.6269005847953216,0.579454253611557,0.5314202687976752,0.33762325818249156,0.48757763975155277
Lake County,06033,2014,9501,404,0,391,4.2521839806336175,4.115356278286496,"Lake County, California",291,132,159,612,224,388,2910,1445,1465,35997,45515,24595,21677,14380,7297,16795,9976,26771,64209,16795,9976,6702,0.39904733551652277,6319,0.6716624149659864,0.3726420380262224,0.6273579619737776,0.6339869281045751,0.5034364261168385,0.33662407159662316,0.5463917525773195
Lake County,06033,2015,9608,415,0,,4.319317235636969,,"Lake County, California",315,160,155,556,253,303,3132,1436,1696,35578,45370,25256,21694,14575,7119,17014,9979,26993,64158,17014,9979,6549,0.38491830257435056,6112,0.6525731368780696,0.3696884377431186,0.6303115622568815,0.5449640287769785,0.541507024265645,0.328155250299622,0.49206349206349204
Lake County,06033,2016,9714,442,0,,4.550133827465514,,"Lake County, California",326,122,204,477,199,278,3123,1408,1715,36132,47052,25889,21136,14442,6694,16548,9646,26194,64076,16548,9646,6187,0.3738820401256949,5958,0.6567460317460317,0.3682522715125601,0.6317477284874399,0.5828092243186582,0.5491514569324367,0.3167108251324754,0.6257668711656442
Lake County,06033,2017,9820,419,0,,4.266802443991853,,"Lake County, California",279,96,183,571,261,310,3355,1682,1673,40446,51219,26401,21085,14848,6237,17362,8965,26327,64095,17362,8965,6077,0.3500172791153093,5368,0.6428742514970059,0.34052493637710335,0.6594750636228967,0.542907180385289,0.49865871833084946,0.2958027033436092,0.6559139784946236
Lassen County,06035,2010,3468,116,0,114,3.3448673587081887,3.2871972318339098,"Lassen County, California",200,59,141,67,10,57,463,228,235,50317,67479,33349,9122,6046,3076,6545,3731,10276,35081,6545,3731,2111,0.3225362872421696,1977,0.5826702033598585,0.3630790190735695,0.6369209809264306,0.8507462686567164,0.5075593952483801,0.3372067529050647,0.705
Lassen County,06035,2011,3491,124,0,123,3.5519908335720425,3.5233457462045257,"Lassen County, California",83,46,37,132,47,85,481,334,147,52484,66897,35329,8924,5865,3059,6580,3517,10097,35001,6580,3517,2211,0.33601823708206685,1712,0.5325038880248834,0.3483212835495692,0.6516787164504309,0.6439393939393939,0.30561330561330563,0.3427835051546392,0.4457831325301205
Lassen County,06035,2012,3514,143,0,143,4.069436539556062,4.069436539556062,"Lassen County, California",43,18,25,171,54,117,566,326,240,51921,66945,28143,8850,5654,3196,6361,3766,10127,34628,6361,3766,1801,0.2831315830844207,2010,0.5795847750865052,0.3718771600671472,0.6281228399328528,0.6842105263157895,0.42402826855123676,0.36112994350282485,0.5813953488372093
Lassen County,06035,2013,3538,126,0,119,3.5613340870548336,3.363482193329564,"Lassen County, California",43,19,24,180,24,156,551,322,229,53107,65660,33042,8714,5601,3113,6259,3686,9945,34018,6259,3686,1906,0.3045214890557597,1750,0.5049047893825735,0.3706385118149824,0.6293614881850176,0.8666666666666667,0.41560798548094374,0.35724122102364014,0.5581395348837209
Lassen County,06035,2014,3561,104,0,100,2.9205279415894414,2.808199943836001,"Lassen County, California",35,6,29,258,64,194,504,273,231,53351,66312,32044,8652,5660,2992,6248,3573,9821,33356,6248,3573,1698,0.27176696542893725,1683,0.5090744101633394,0.3638122390795235,0.6361877609204766,0.751937984496124,0.4583333333333333,0.34581599630143317,0.8285714285714286
Lassen County,06035,2015,3584,100,0,98,2.7901785714285716,2.734375,"Lassen County, California",32,11,21,88,17,71,538,312,226,51555,64165,33012,8608,5699,2909,6315,3392,9707,32645,6315,3392,1577,0.24972288202692003,1642,0.5189633375474083,0.3494385495003606,0.6505614504996394,0.8068181818181818,0.4200743494423792,0.3379414498141264,0.65625
Lassen County,06035,2016,3607,89,0,88,2.4674244524535625,2.4397005822012754,"Lassen County, California",88,30,58,171,6,165,392,208,184,51457,62081,32805,8431,5630,2801,6136,3365,9501,31945,6136,3365,1380,0.22490221642764016,1543,0.5011367327054238,0.3541732449215872,0.6458267550784128,0.9649122807017544,0.46938775510204084,0.33222630767406003,0.6590909090909091
Lassen County,06035,2017,3630,112,0,,3.0853994490358128,,"Lassen County, California",39,28,11,152,22,130,206,109,97,54083,65510,38856,8521,5772,2749,6230,3211,9441,31470,6230,3211,1332,0.21380417335473514,1397,0.4761417859577369,0.34011227624192353,0.6598877237580765,0.8552631578947368,0.470873786407767,0.32261471658256075,0.28205128205128205
Los Angeles County,06037,2010,1696455,67768,0,,3.994683030201214,,"Los Angeles County, California",445371,228589,216782,329275,120426,208849,1150760,465126,685634,55476,81308,38549,1238189,714542,523647,1552091,1665798,3217889,9758256,1552091,1665798,721551,0.46488962309555304,931838,0.5736696492003551,0.5176679493916664,0.4823320506083336,0.6342692278490624,0.5958097257464632,0.4229136262719181,0.48674475886395835
