county_name,entity_id,year,revenues_govfunds,revenues_propfunds,total_revenues,vehicle_fines,other_court_fines,forfeitures,delinquent_taxes,total_fines,state_intergov,fed_intergov,ownsource_rev,fines_share,vehicle_fines_share,GEOID,NAME,total_pop,his,nha,nhaian,nhb,nhmixed,nhnh,nhsor,nhw,pnhw,pnhb,phis,papi
Lassen,18,2019,71291025,1620718,72911743,1875,690283,3337,631209,1351557,39131442,9281220,22878363,0.059075773909173485,8.19551643620656e-5,06035,"Lassen County, California",30818,5844,427,844,2612,635,247,45,20164,0.6542929456810954,0.08475566227529366,0.18962943734181323,0.021870335518203648
Lassen,18,2018,67300620,1479167,68779787,892,644473,4381,582398,1239711,33510437,11711408,22078775,0.05614944669711069,4.0400792163514506e-5,06035,"Lassen County, California",31185,5834,436,847,2695,618,205,22,20528,0.6582651915985249,0.08641975308641975,0.18707712041045374,0.02055475388808722
Lassen,18,2017,63220224,1568779,64789003,995,610437,504147,27193,1142772,27655538,11796025,23768661,0.048078938901943195,4.186184488894852e-5,06035,"Lassen County, California",31470,5829,462,913,2708,511,219,16,20812,0.6613282491261518,0.08605020654591675,0.1852240228789323,0.021639656816015252
Los Angeles,19,2021,27775712316,4490050952,32265763268,12785282,65014399,17113247,102591371,197504299,8658241746,5728512922,13388957648,0.014751282675802814,9.549124238143979e-4,06037,"Los Angeles County, California",10019635,4878619,1458140,19571,766190,281399,21433,43451,2550832,0.25458332564010566,0.07646885340633666,0.4869058603432161,0.14766735514816656
Los Angeles,19,2020,25198529602,4761158528,29959688130,17468380,91185679,26416483,91997054,227067596,7364109143,4725363040,13109057419,0.017321428134939195,0.0013325427940136785,06037,"Los Angeles County, California",10040682,4851344,1467279,19915,779166,259209,21996,38493,2603280,0.25927322466740804,0.07760090400233768,0.4831687727985011,0.14832408794542043
Los Angeles,19,2019,23510573234,4649329749,28159902983,18581907,99075267,28011973,90943752,236612899,7330950931,3969856344,12209765959,0.01937898726269926,0.0015218888766907936,06037,"Los Angeles County, California",10081570,4888434,1454769,20831,790252,228504,24597,32413,2641770,0.2620395434441263,0.07838580697252512,0.48488816721998657,0.146739644718035
Los Angeles,19,2018,19568943958,5260398692,24829342650,18077437,102091891,25734959,72019552,217923839,6825461169,3847465689,8896017100,0.02449678733193982,0.002032082087611994,06037,"Los Angeles County, California",10098052,4893603,1451560,20307,795505,223280,24821,29924,2659052,0.26332326274414114,0.07877806531398333,0.48460861560229634,0.14620453529056893
Los Angeles,19,2017,18572924927,4849512244,23422437171,17372857,108442577,36815317,75364791,237995542,6550278675,3708094833,8314551419,0.02862397861370421,0.002089452109262372,06037,"Los Angeles County, California",10105722,4893579,1442577,19915,799579,219180,24950,28960,2676982,0.26489764907445507,0.07912141260169239,0.48423843442358694,0.14521743226263298
Madera,20,2021,356309827,30514480,386824307,47486,1420366,196545,1925593,4738439,123372482,83516499,149420846,0.03171203434358818,3.1780036903284565e-4,06039,"Madera County, California",156304,92400,3354,1366,4395,3566,111,457,50655,0.32407999795270753,0.028118282321629644,0.5911556965912581,0.022168338622172178
Madera,20,2020,295322295,30353645,325675940,52931,2281687,40771,1772038,5047761,114368111,53554198,127399986,0.039621362281782355,4.15471003269969e-4,06039,"Madera County, California",155925,90958,3166,1446,4768,3031,127,320,52109,0.3341927208593875,0.030578803912137246,0.58334455667789,0.021119127785794452
Madera,20,2019,274153085,31474324,305627409,66061,1975225,39724,1301050,5415877,107690554,40062098,126400433,0.04284698138652737,5.22632703323097e-4,06039,"Madera County, California",155433,89798,3020,1546,4770,2855,141,250,53053,0.34132391448405425,0.030688463839725157,0.5777280242934255,0.02033673672900864
Madera,20,2018,248250416,19414276,267664692,59949,1616148,105593,3447236,5228926,93297667,48411693,106541056,0.04907897665290646,5.626844922580831e-4,06039,"Madera County, California",155013,88806,3047,1504,4835,2711,136,443,53531,0.3453323269661254,0.031190932373413843,0.5728938863192119,0.020533761684503882
Madera,20,2017,224640303,19756036,244396339,61495,2032993,81446,2689619,4865553,89835318,47091575,87713410,0.055471027748208626,7.010900613714596e-4,06039,"Madera County, California",154440,87852,3035,1647,4753,2467,190,351,54145,0.35058922558922556,0.030775705775705774,0.56884226884226885,0.02088189588189588
Marin,21,2021,775761930,122304600,898066530,16254,2142939,907211,7134816,10201220,259325461,99008956,417427513,0.024438302896436056,3.8938497089433586e-5,06041,"Marin County, California",262387,43043,15693,274,5508,12020,423,2596,182830,0.6967951918349613,0.020991893653267882,0.16404395034814986,0.0614207258743764
Marin,21,2020,656948624,119677459,776626083,25127,3053789,1190438,3177122,7446476,208028154,80395612,368524858,0.020206170190017414,6.818264617579746e-5,06041,"Marin County, California",259441,41737,14794,246,5565,11496,361,1983,183259,0.7063609838074938,0.02144996357553355,0.1608727995960546,0.058414051749723445
Marin,21,2019,651826912,109617913,761444825,38196,3825256,1511268,4547999,9922719,203007198,66044924,382774790,0.025923125710551626,9.978713592919742e-5,06041,"Marin County, California",259943,41527,15110,438,5527,9787,249,2345,184960,0.7115406069792224,0.021262353669843005,0.159754253817183,0.05908603039897208
Marin,21,2018,578827342,20460146,599287488,29863,2275053,1579904,6079674,9964494,184478486,67437400,326911456,0.030480712184035544,9.134889417885679e-5,06041,"Marin County, California",260295,41335,14815,435,5597,9559,292,2453,185809,0.7138400660788721,0.02150252598013792,0.15880059163641252,0.05803799535142819
Marin,21,2017,539908465,14887439,554795904,33317,2033369,1416221,4943830,8426737,178659728,56789450,304459287,0.027677713769329034,1.0943006642461197e-4,06041,"Marin County, California",260814,41391,14754,391,5463,9469,301,2663,186382,0.7146165466577714,0.020945961489797327,0.15869930295152868,0.05772312835967394
Mariposa,22,2021,83427133,11502674,94929807,55356,63138,50105,221241,389840,37704048,9536932,36186153,0.010773181664268097,0.0015297564236795218,06043,"Mariposa County, California",17225,2137,178,435,142,730,50,138,13415,0.7788098693759071,0.008243831640058055,0.12406386066763425,0.013236574746008709
Mariposa,22,2020,78426533,9828790,88255323,85590,84620,68590,224521,463321,37622790,9372320,31431423,0.01474069436818053,0.002723071112625095,06043,"Mariposa County, California",17319,2041,186,373,266,619,62,106,13666,0.7890755817310469,0.01535885443732317,0.11784745077660373,0.014319533460361453
Mariposa,22,2019,73100163,9801985,82902148,98976,99408,77180,246701,522265,34020224,7714359,31365580,0.016650895663335413,0.0031555609684246234,06043,"Mariposa County, California",17420,1963,210,325,253,669,53,12,13935,0.7999425947187141,0.01452353616532721,0.1126865671641791,0.015097588978185993
Mariposa,22,2018,68380746,9493545,77874291,91039,100189,79224,179219,449671,27879248,8913696,31587802,0.014235590054667305,0.0028820935372458013,06043,"Mariposa County, California",17540,1909,243,390,166,633,54,20,14125,0.8053021664766249,0.009464082098061573,0.1088369441277081,0.016932725199543898
Mariposa,22,2017,62255665,9139856,71395521,99253,106469,85686,202274,493682,22858866,9919355,29477444,0.016747788580312457,0.0033670829804646565,06043,"Mariposa County, California",17658,1870,168,416,215,624,56,0,14309,0.810340921961717,0.01217578434703817,0.10590100804168083,0.012685468342960698
Mendocino,23,2021,300923691,22359412,323283103,368255,401669,208201,,978125,105631288,66744000,128548403,0.007609001568070822,0.0028647185916420913,06045,"Mendocino County, California",91534,24068,1969,2779,554,3476,124,490,58074,0.6344527716476938,0.006052395831057312,0.2629405466821072,0.02286582035090786
Mendocino,23,2020,289134920,23277518,312412438,502948,516746,393323,,1413017,96112988,56230094,136791838,0.010329687945270536,0.0036767398358957645,06045,"Mendocino County, California",87110,22354,1696,2896,424,3246,137,510,55847,0.6411089427161061,0.004867409023074274,0.2566180691080243,0.02104236023418666
Mendocino,23,2019,258353210,19145439,277498649,540018,616563,360660,,1517241,90945117,49067854,118340239,0.012821006724517432,0.004563266092440459,06045,"Mendocino County, California",87224,21898,1773,2938,626,2916,165,51,56857,0.6518504081445474,0.007176923782445199,0.25105475557186097,0.022218655415940567
Mendocino,23,2018,226038195,19654891,245693086,499121,819818,155666,,1474605,77891984,47823066,100323145,0.014698552362966692,0.004975133106124215,06045,"Mendocino County, California",87422,21679,1667,2839,511,3062,170,180,57314,0.6556015648234998,0.005845210587723914,0.2479810573997392,0.021013017318295166
Mendocino,23,2017,215207118,20353194,235560312,477603,625363,515675,,1618641,83474363,40310844,91421911,0.01770517573188773,0.005224163384639816,06045,"Mendocino County, California",87497,21402,1495,2853,560,3074,186,245,57682,0.6592454598443375,0.006400219436094952,0.24460267209161457,0.019212087271563597
Merced,24,2021,571745712,86867555,658613267,1927930,1890188,448632,5130398,9397148,235668945,133625286,202451481,0.04641679059882995,0.009522923667819452,06047,"Merced County, California",279150,170730,20418,893,7405,6025,749,514,72416,0.25941608454236076,0.026526956833243777,0.6116066630843633,0.07582661651441877
Merced,24,2020,551405047,75204196,626609243,2088357,2194491,170757,1676139,6129744,230412246,120088227,200904574,0.030510723961914378,0.010394770802978334,06047,"Merced County, California",273661,164836,20335,1014,7626,5203,700,360,73587,0.26889838157428353,0.027866594070766387,0.602336467381176,0.07686517260406123
Merced,24,2019,518236294,75097273,593333567,2200546,2394037,219580,1647840,6462003,222615155,110229680,185391459,0.03485599085770181,0.011869726965145681,06047,"Merced County, California",271382,161814,19650,931,7812,5305,607,226,75037,0.2764995467643396,0.028785991701734088,0.5962591476221709,0.07464385994649608
Merced,24,2018,477874025,74294240,552168265,2143850,1996748,207631,4350479,8698708,197147153,107346919,173379953,0.05017135977652503,0.012365039688296605,06047,"Merced County, California",269075,158494,19487,840,8038,5151,556,501,76008,0.28247886277060297,0.029872712069125708,0.5890327975471523,0.07448852550404163
Merced,24,2017,452216310,68747873,520964183,2000514,2338077,330469,9057080,13726140,184609560,101478884,166127866,0.08262394702644288,0.012042013469311644,06047,"Merced County, California",267390,155650,19593,797,8007,5385,380,486,77092,0.28831295112008676,0.029945024122068887,0.5821085306107184,0.07469613672912226
Modoc,25,2021,36201414,1340874,37542288,75203,93205,365,238842,407769,19279742,9128703,7792969,0.05232524343417765,0.009650108963605526,06049,"Modoc County, California",8723,1322,67,297,172,179,0,0,6686,0.7664794222171272,0.019717986931101685,0.15155336466811878,0.007680843746417517
Modoc,25,2020,37134649,1228300,38362949,60017,93362,9831,173979,337189,19181497,10341167,7611985,0.04429711829437394,0.00788453997216232,06049,"Modoc County, California",8853,1317,169,312,123,91,7,4,6830,0.7714898904326217,0.013893595391392748,0.14876313114198578,0.01988026657630182
Modoc,25,2019,33586734,1193221,34779955,36950,59494,799,187498,284741,18472296,7953690,7160748,0.03976414195835407,0.005160075455804338,06049,"Modoc County, California",8907,1291,99,372,136,77,9,3,6920,0.7769170315482204,0.01526888963736387,0.1449421803076232,0.01212529471202425
Modoc,25,2018,30038354,1211373,31249727,33888,93496,543,188845,316772,15700815,7459421,6878118,0.04605504005601532,0.00492692913962802,06049,"Modoc County, California",8938,1292,130,291,149,104,6,4,6962,0.77892145893936,0.016670396061758783,0.14455135377041844,0.01521593197583352
Modoc,25,2017,29416802,1446523,30863325,26580,79618,512,180972,287682,14023973,8714462,6678367,0.04307669824075257,0.003980014874893818,06049,"Modoc County, California",9017,1317,96,361,65,131,8,4,7035,0.7801929688366419,0.007208605966507708,0.14605744704447154,0.011533769546412333
Mono,26,2021,68688884,8149817,76838701,169789,844599,549,,1097518,22536447,9033528,37118909,0.029567625492441064,0.004574191552882118,06051,"Mono County, California",13291,3628,608,103,3,284,0,147,8518,0.6408848092694305,2.257166503649086e-4,0.2729666691746295,0.04574524114062147
Mono,26,2020,61266550,7983028,69249578,191818,615999,202,,808019,19252921,6454241,35559388,0.022723085110463656,0.0053942998119090235,06051,"Mono County, California",14395,3893,629,178,32,218,0,107,9338,0.6486974643973602,0.002222994095171935,0.2704411253907607,0.04369572768322334
Mono,26,2019,57175019,8628714,65803733,194002,720834,3004,,917840,18632856,5285025,33257138,0.027598285817619063,0.005833394322746594,06051,"Mono County, California",14310,3865,363,242,59,377,0,96,9308,0.6504542278127183,0.004122990915443746,0.2700908455625437,0.025366876310272537
Mono,26,2018,56782604,7991713,64774317,263812,999616,3349,,1275822,18298096,4702098,33782410,0.03776586691121208,0.007809152751387482,06051,"Mono County, California",14174,3866,336,342,40,276,0,80,9234,0.6514745308310992,0.002822068576266403,0.27275292789614786,0.02370537604063779
Mono,26,2017,51558614,6506644,58065258,222078,734469,2194,,958741,15289544,5173656,31095414,0.030832231402354058,0.00714182483629258,06051,"Mono County, California",14058,3815,278,314,53,310,0,0,9288,0.6606914212548015,0.003770095319391094,0.271375729122208,0.01977521695831555
Monterey,27,2021,1012049668,499015219,1511064887,968168,1251852,5869969,3926007,12015996,314621047,260415113,437013508,0.027495708439291538,0.002215418933915425,06053,"Monterey County, California",438953,261961,24534,686,10124,12478,1794,1020,126356,0.28785769774896175,0.023063972680446427,0.5967859884771263,0.059979086599248665
Monterey,27,2020,934128853,414832290,1348961143,807458,1224595,5636379,3028351,10696783,324491784,172135511,437501558,0.02444970264540178,0.001845611713227316,06053,"Monterey County, California",432977,255512,24133,657,10471,11969,1839,764,127632,0.29477778265358207,0.024183732623210934,0.5901283439997967,0.059984710504253115
Monterey,27,2019,905118012,429382213,1334500225,801856,1290740,4325010,3306431,9724037,317710287,160993947,426413778,0.022804227962821597,0.001880464566039421,06053,"Monterey County, California",433410,254294,23348,819,10737,11931,1982,561,129738,0.29934242403267114,0.024773309337578736,0.5867285018804366,0.05844350614891212
Monterey,27,2018,839703592,411415536,1251119128,861412,937566,5304157,2459726,9562861,273577005,178656878,387469709,0.024680280233209145,0.0022231724957885676,06053,"Monterey County, California",433212,252588,23647,1046,10606,11594,1963,530,131238,0.30294174676601754,0.02448223964248451,0.5830586410348744,0.059116552634737723
Monterey,27,2017,745300028,340300886,1085600914,1512866,847664,4127421,2490598,8978549,252913281,167340500,325046247,0.02762237399406122,0.004654310006538855,06053,"Monterey County, California",433168,250913,24213,1066,10621,11219,1958,578,132600,0.3061167953311417,0.024519355077014,0.5792510065378791,0.060417667048350755
Napa,28,2021,445118230,70704426,515822656,758549,811924,314213,1977285,3861971,143477080,64573501,237067649,0.016290586321206568,0.003199715369008447,06055,"Napa County, California",138795,48198,10661,327,2750,5312,296,532,70719,0.5095212363557765,0.01981339385424547,0.3472603479952448,0.07894376598580641
Napa,28,2020,404341259,58043425,462384684,877641,890874,782649,8071273,10622437,127505343,36801074,240034842,0.04425372963146742,0.0036563066956754554,06055,"Napa County, California",138572,47300,10383,467,2738,5008,253,606,71817,0.5182648731345437,0.01975868140749935,0.34133879860289235,0.07675432266258696
Napa,28,2019,389378776,52009797,441388573,1206119,1085963,863783,1607776,4763641,132043711,33892490,223442575,0.021319307656564555,0.0053978925010150815,06055,"Napa County, California",139623,47544,11196,407,2780,3676,284,526,73210,0.5243405456121126,0.019910759688589987,0.34051696353752603,0.08222141051259463
Napa,28,2018,363198227,47422596,410620823,1079998,1251930,1873352,1393270,5598550,129572297,29890592,203735338,0.027479523459008372,0.005300985143775107,06055,"Napa County, California",140530,47687,11210,326,2764,3604,264,516,74159,0.5277093858962499,0.019668398206788586,0.33933679641357717,0.08164804668042411
Napa,28,2017,322801099,47416671,370217770,992728,1474635,655516,1312584,4435463,98150682,33112257,191538160,0.02315707219908555,0.005182925428541237,06055,"Napa County, California",141005,47547,10940,395,2877,3464,279,493,75010,0.5319669515265416,0.02040353178965285,0.3372008084819687,0.07956455444842382
Nevada,29,2021,208861043,26125649,234986692,437186,592368,367811,2029354,3427369,67300799,52124618,89435626,0.03832218941476409,0.004888275730300138,06057,"Nevada County, California",102090,9992,1161,373,381,4264,148,219,85552,0.8380056812616319,0.003732001175433441,0.09787442452737781,0.012822019786462925
Nevada,29,2020,187992153,26851611,214843764,405580,276479,254593,2039320,2975972,66186341,36673749,85132063,0.03495712302895796,0.004764127470985873,06057,"Nevada County, California",99417,9480,1080,342,347,3580,150,121,84317,0.8481145075791866,0.003490348733114055,0.0953559250430007,0.012372129515072874
Nevada,29,2019,174123522,24318591,198442113,362803,136042,805961,2054056,3358862,59508259,32574637,82040626,0.04094144771640333,0.004422235881037768,06057,"Nevada County, California",99244,9373,1043,413,478,3202,124,98,84513,0.8515678529684414,0.004816412075289186,0.0944439966144049,0.011758897263310628
Nevada,29,2018,169532794,14505760,184038554,564674,31883,363174,1978696,2982266,60588268,34031180,74913346,0.03980954208079292,0.00753769561968304,06057,"Nevada County, California",99092,9281,989,570,601,2897,154,130,84470,0.8524401566221289,0.006065070843256771,0.09366043676583377,0.011534735397408468
Nevada,29,2017,153517741,10345208,163862949,477430,132095,425740,2458731,3493996,52548269,30808489,70160983,0.04979970135253094,0.006804779231784709,06057,"Nevada County, California",98838,9109,1090,670,541,2748,90,201,84389,0.8538112871567616,0.00547360326999737,0.09216090977154535,0.011938728019587608
Orange,30,2021,5063592138,795478681,5859070819,7211379,2622131,9694846,38314256,57842612,1915179642,1145120805,2003291691,0.028873784212186403,0.003599764843231709,06059,"Orange County, California",3182923,1083093,672015,4423,50161,112689,8073,9744,1242725,0.39043514404841084,0.015759413595616355,0.3402825013360361,0.21366775130909543
Orange,30,2020,4386915240,816496987,5203412227,8230532,3120458,13300273,30079385,54730648,1640711097,812310251,1933893892,0.028300750225442046,0.004255937739938836,06059,"Orange County, California",3170345,1071393,661083,5306,49452,103917,8394,8160,1262640,0.39826580387938854,0.015598302392957234,0.33794208516738716,0.21116850058905262
Orange,30,2019,4091902668,817366092,4909268760,8954854,10196123,13473349,31960251,64584577,1625103108,548161902,1918637658,0.03366168527481284,0.004667298154324041,06059,"Orange County, California",3168044,1078726,642948,6116,51269,88170,8928,6032,1285855,0.4058829359693237,0.016183171698372877,0.34050221524701046,0.2057660815316959
Orange,30,2018,3817037413,767530729,4584568142,8885687,11339644,16818967,32750688,69794986,1560713697,544584851,1711738865,0.040774318692588664,0.0051910295324164414,06059,"Orange County, California",3164182,1080195,629637,6348,50412,87132,8541,5881,1296036,0.40959590819997077,0.015932079760266636,0.3413820696786721,0.20168814562499882
Orange,30,2017,3673585673,739084578,4412670251,9128235,12716730,37897871,37147717,96890553,1469190450,535670616,1668724607,0.058062638133075724,0.005470186609407384,06059,"Orange County, California",3155816,1079172,615659,6584,49560,84456,8714,5273,1306398,0.41396519949198557,0.015704337641991802,0.34196290278013675,0.1978483536429247
Placer,31,2021,780628825,150527111,931155936,218773,2292181,1850627,6979262,11340843,227965329,152640097,400023399,0.02835044906960555,5.469005076875515e-4,06061,"Placer County, California",400330,58635,33652,1198,6197,17304,531,1413,281400,0.7029200909249869,0.015479729223390703,0.14646666500137387,0.08538705567906477
Placer,31,2020,700436819,127587727,828024546,271647,1769550,5757323,3683971,11482491,199119324,113822137,387495358,0.029632589818017897,7.010329140510633e-4,06061,"Placer County, California",391799,55932,31402,1264,6080,15650,474,731,280266,0.7153310753728315,0.015518161097909898,0.14275687278425928,0.08135804328239735
Placer,31,2019,638252668,124743704,762996372,337072,2265863,6123115,5042119,13768169,179379002,81197500,377676166,0.03645495861128817,8.924894667565546e-4,06061,"Placer County, California",385512,53969,28573,1373,6361,14174,566,391,280105,0.7265791985722883,0.016500134885554796,0.13999304820602212,0.07558519579157069
Placer,31,2018,606483163,99715409,706198572,274016,1794938,2586326,4962710,9617990,174454114,84141628,347887421,0.027646846133019567,7.876571081884562e-4,06061,"Placer County, California",380077,52498,27196,1244,5868,13912,576,403,278380,0.7324305338128853,0.015438976838903697,0.13812464316441142,0.07306940435753807
Placer,31,2017,564531982,94043630,658575612,290368,1567820,3288542,5628080,10774810,159531967,75832111,329167904,0.032733476955274475,8.821273170059739e-4,06061,"Placer County, California",374985,51131,25568,1304,5399,13957,556,316,276754,0.7380401882741976,0.014397909249703321,0.13635478752483432,0.06966678667146686
Plumas,32,2021,73797057,6884431,80681488,168,219548,4124,517860,741700,35562888,10468991,27765178,0.02671331694686056,6.0507445693306915e-6,06063,"Plumas County, California",19631,1889,126,235,299,841,27,0,16214,0.825938566552901,0.015231012174621772,0.09622535785237635,0.007793795527482043
Plumas,32,2020,62025012,5368208,67393220,530,289901,1193,602456,894080,29917946,6144606,25962460,0.03443741463636343,2.0414090190220802e-5,06063,"Plumas County, California",18844,1749,217,204,254,754,29,136,15501,0.8225960517936743,0.013479091488006793,0.09281468902568457,0.013054553173423902
Plumas,32,2019,59846481,4618105,64464586,669,307040,,465291,773000,29773099,5871545,24201837,0.03193972424489926,2.7642529779867535e-5,06063,"Plumas County, California",18660,1670,212,268,141,675,86,94,15514,0.8314040728831725,0.007556270096463023,0.0894962486602358,0.01596998928188639
Plumas,32,2018,59348466,5519234,64867700,351,327890,9830,403932,742003,28166436,7204699,23977331,0.030946021473365823,1.4638826982035658e-5,06063,"Plumas County, California",18699,1629,200,387,194,551,41,126,15571,0.8327183271832719,0.010374886357559229,0.087116958126103,0.012888389753462752
Plumas,32,2017,53386711,3073889,56460600,318,270088,406933,,677339,25451731,5515271,22419709,0.030211765906506635,1.41839485962998e-5,06063,"Plumas County, California",18724,1599,148,342,160,668,55,112,15640,0.8352916043580432,0.008545182653279214,0.08539841914120914,0.010841700491348003
Riverside,33,2021,4538598601,1379392100,5917990701,1014972,19913495,8255169,33242689,62426325,1376076616,1212027694,1950494291,0.03200538719238938,5.203665576891453e-4,06065,"Riverside County, California",2409331,1211185,158546,8563,146145,70535,6302,7083,800972,0.33244581172117904,0.060657917073245644,0.5027059378723804,0.06842065287002906
Riverside,33,2020,4037615017,1284996750,5322611767,1040807,20145001,7407098,26510932,55103838,1302860409,882295255,1852459353,0.029746314223176373,5.618514642787955e-4,06065,"Riverside County, California",2437864,1204521,159004,9079,148003,66458,6687,6265,837847,0.3436807795676871,0.06071011344357191,0.4940886776292689,0.06796564533542478
Riverside,33,2019,3582103575,1222313851,4804417426,1337899,24735712,10056633,29365138,65495382,1249774049,638224231,1694105295,0.038660750422836024,7.897378067046298e-4,06065,"Riverside County, California",2411439,1179478,152347,10362,147160,57983,6471,5936,851702,0.35319242991425454,0.061025802435807,0.48911790843558556,0.06586026020148135
Riverside,33,2018,3413665887,1045162041,4458827928,1368491,26155047,9489315,28641673,65654526,1199335859,676346897,1537983131,0.042688716590351214,8.89795845231543e-4,06065,"Riverside County, California",2383286,1154517,147706,10064,144503,58837,5846,5345,856468,0.35936433982325244,0.0606318335273232,0.4844223479683093,0.0644286921502497
Riverside,33,2017,3353348467,989915427,4343263894,1272945,25283494,14447391,30192626,71196456,1121101548,688901995,1543344924,0.04613126650617733,8.247961814659132e-4,06065,"Riverside County, California",2355002,1130033,143855,9584,140810,58644,6026,4779,861271,0.36571985926126604,0.05979188128078023,0.47984375384819206,0.06364368268052427
Sacramento,34,2021,3297164611,736788244,4033952855,5175859,7292733,10368524,19242158,46015419,1293127485,600666286,1403370840,0.03278920844614386,0.003688161997152513,06067,"Sacramento County, California",1571767,374732,261202,4057,145916,88395,17387,5925,674153,0.4289140820490569,0.09283564294198822,0.23841447237408597,0.17724573680450093
Sacramento,34,2020,3114940215,754142381,3869082596,5173194,6721579,11856371,10142032,33893176,1192546089,653951786,1268442340,0.026720312726237126,0.00407838325548168,06067,"Sacramento County, California",1537948,360204,252232,4823,142796,83950,16535,5443,671965,0.4369230949290873,0.09284839279351448,0.23421077955821654,0.1747568838478284
Sacramento,34,2019,2857556000,700927000,3558483000,5975000,8344000,12083000,15800000,42202000,1104069000,503613000,1249874000,0.03376500351235404,0.004780481872572755,06067,"Sacramento County, California",1524553,353318,235434,5554,144695,81623,17026,5074,681829,0.44723207392593106,0.09490978667189662,0.2317518643169506,0.16559607963776923
Sacramento,34,2018,2801044000,680867000,3481911000,6520000,9442000,12394000,11819000,40175000,1067425000,542710000,1190909000,0.03373473539959812,0.005474809578229739,06067,"Sacramento County, California",1510023,347025,231740,5469,144003,76865,16335,6086,682500,0.4519798705052837,0.09536477258955658,0.22981438031076348,0.16428557710710368
Sacramento,34,2017,2700777000,654513000,3355290000,6379000,9338000,12090000,11816000,39623000,1018156602,563081398,1119539000,0.03539224627279621,0.005697881002805619,06067,"Sacramento County, California",1495400,340656,225851,5695,142416,75304,15757,5580,684141,0.45749699077169986,0.09523605724220945,0.2278025946235121,0.1615674735856627
San Benito,35,2021,143644679,2227114,145871793,75008,342323,28984,417691,866290,44474754,39501602,59668323,0.01451842378744246,0.0012570824221086287,06069,"San Benito County, California",63329,38544,1775,192,555,1635,103,48,20477,0.32334317611204977,0.008763757520251386,0.6086311168658908,0.029654660582039825
San Benito,35,2020,110206511,3322984,113529495,78247,286851,14900,415671,795669,38853321,21830678,49522512,0.016066814219763328,0.001580028896757095,06069,"San Benito County, California",61547,37015,1572,199,475,1611,38,70,20567,0.3341673842754318,0.007717679172014883,0.6014103043202755,0.026158870456724128
San Benito,35,2019,104323518,1795489,106119007,148275,298951,22727,826565,1296518,45598018,17978888,40746612,0.0318190381080027,0.003638952853307166,06069,"San Benito County, California",60376,36081,1754,186,454,1061,36,101,20703,0.34290115277593747,0.007519544189744269,0.5976050086126938,0.029647542069696567
San Benito,35,2018,94391537,1433410,95824947,117892,398921,83956,713392,3814161,42257983,13946005,38187549,0.09987970162735503,0.003087184254742298,06069,"San Benito County, California",59416,35248,1705,193,434,893,79,84,20780,0.34973744445940486,0.0073044297832233745,0.5932408778780126,0.030025582334724653
San Benito,35,2017,78519373,1227983,79747356,140667,350693,,2990187,3495952,32808820,11001339,34709214,0.1007211514498715,0.004052727901012106,06069,"San Benito County, California",58671,34561,1564,178,437,879,93,87,20872,0.35574645054626647,0.0074483134768454605,0.5890644441035605,0.02824223210785567
San Bernardino,36,2021,4652148203,1254602194,5906750397,577034,6298858,2349684,5836081,15061657,1780074995,1157950921,1714122287,0.008786804252081929,3.366352589755459e-4,06071,"San Bernardino County, California",2171071,1184955,158022,6871,165480,66364,6285,6016,577078,0.26580337538477555,0.07622044603792322,0.5457928368072716,0.07568015969998218
San Bernardino,36,2020,4008145334,1331219109,5339364443,1434267,7408569,1942583,4022116,14807535,1580549285,755509907,1672086142,0.008855724970179198,8.57770998738413e-4,06071,"San Bernardino County, California",2162532,1163038,155280,7125,166814,63013,6058,4942,596262,0.2757240124076777,0.07713828049712097,0.5378130820723115,0.0746060636328156
San Bernardino,36,2019,3806622338,1316728580,5123350918,612217,8570564,3500007,4983317,17666105,1605184791,652335899,1549101648,0.011404096705215047,3.952077649587524e-4,06071,"San Bernardino County, California",2149031,1145874,150165,7783,169340,53019,6160,3624,613066,0.28527554977103636,0.07879830491044569,0.5332049654006853,0.07274208701503143
San Bernardino,36,2018,3195058306,1199501874,4394560180,19152,8313396,2190112,4168894,14691554,1418525710,634608676,1141923920,0.012865615425588072,1.6771695263201072e-5,06071,"San Bernardino County, California",2135413,1127813,145652,7409,168864,52291,6037,4085,623262,0.2918695353076899,0.07907791139231615,0.5281474824776284,0.07103497075273027
San Bernardino,36,2017,3106785567,1034534381,4141319948,20319,8301614,5163566,5744272,19229771,1402433315,631819590,1072532662,0.017929310389616832,1.894487759665076e-5,06071,"San Bernardino County, California",2121220,1108996,142802,6935,168985,50718,6057,4170,632557,0.2982043352410405,0.0796640612477725,0.5228104581325841,0.07017612506010693
San Diego,37,2021,5611341448,563664396,6175005844,1785669,15320996,1372840,33313728,51822258,1818874334,1527625929,2264841185,0.02288118846620144,7.884301167898446e-4,06073,"San Diego County, California",3296317,1131455,385244,10436,151278,138954,12533,11245,1455172,0.4414539014299899,0.04589303759316837,0.34324823735095866,0.12067316341237812
San Diego,37,2020,5148362795,565036404,5713399199,2463422,17157788,4953444,28895715,53527601,1864286200,1029353074,2254723521,0.02374020606138876,0.0010925605632159457,06073,"San Diego County, California",3323970,1126266,388801,11828,153310,131221,12508,7871,1492165,0.44891048956518864,0.04612255826616967,0.33883157790232765,0.1207318357265559
