city_name,year,entity_id,police_total,street_lighting,public_safety_exp,total_expend_gov,total_expend_prop,total_gov_rev,total_prop_rev,state_intergov,fed_intergov,county_intergov,transport_expend,public_transit,housing,total_fines_rev,penalties_rev,vehicle_fines,parks_and_rec,libraries,health_expend,culture_expend,total_expend,total_rev,own_source_rev,fines_share,vehicle_fines_share,parksrec_share,health_share,police_share,housing_share,libraries_share,culture_share,GEOID,NAMELSAD,GEOID_CTY,CTY_NAME,CTY_NAME_FULL,geometry,NAME,total_pop,his,nha,nhaian,nhb,nhmixed,nhnh,nhsor,nhw,pnhw,pnhb,phis,papi
Adelanto,2021,1128,7101102,,12658152,20580944,,22556106,,1640249,761554,0,543718,,,213709,191767,21942,254416,,0,587418,,,20154303,0.010603641316695497,0.0010887005122429687,,,,,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",37229,25260,483,19,5899,1660,167,51,3690,0.09911628031910608,0.15845174460769829,0.6785033173064009,0.017459507373284267
Adelanto,2020,1128,6875338,,12165501,26376314,,20455012,,1798160,,,498853,,,150893,128187,3698,231894,,0,585089,,,,,,,,,,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",34238,23192,451,15,5760,1356,70,33,3361,0.09816578071149015,0.1682341258251066,0.6773760149541446,0.015217010339388983
Adelanto,2019,1128,6238794,,10817830,30886709,,20232000,,2673798,,,3643755,,,183173,132406,11735,334291,,0,4723140,,,,,,,,,,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",33660,22154,538,8,5972,929,49,28,3982,0.11830065359477124,0.1774212715389186,0.6581699346405229,0.017439096850861556
Adelanto,2018,1128,5886045,,10811931,20531571,,18224861,,992000,,,1471775,,,209396,103064,10541,300924,,0,806645,,,,,,,,,,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",33416,21616,376,0,6439,884,66,54,3981,0.11913454632511372,0.19269212353363657,0.6468757481446014,0.013227196552549676
Adelanto,2017,1128,5636928,,8454147,16035685,,15171753,,287764,54608,0,1583832,,,216233,,20256,253085,,0,399904,,,14829381,0.01458139082137009,0.0013659369868506313,,,,,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",32867,20488,453,0,6687,588,105,44,4502,0.13697629841482337,0.20345635439802842,0.623360817841604,0.01697751544101987
Adelanto,2016,1128,5300217,126423,9331557,,,9591679,4974184,1020679,35326,0,2846195,0,0,204499,,,,,,,23692799,14565863,8535674,0.02395815491547592,,,,0.22370581880173804,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",32311,19902,497,12,5810,1007,0,47,5036,0.15586023335706106,0.1798149237101916,0.6159512240413482,0.015381758534245303
Adelanto,2015,1128,4358845,128077,7791973,,,7719757,6331854,1460495,80760,0,3455236,0,0,191722,,,,,,,15297952,14051611,6178502,0.031030498978554998,,,,0.2849299697109783,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",32059,18830,395,6,6205,808,0,48,5767,0.17988708319036775,0.1935493933060919,0.587354565020743,0.01232103309523067
Adelanto,2014,1128,4687452,146070,8031438,,,7159700,5887572,1494130,214759,0,1538640,0,0,146873,,,,,,,13560072,13047272,5450811,0.02694516467366049,,,,0.345680465413458,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",31773,17499,481,4,6358,1575,290,28,5538,0.17429893305636862,0.20010700909577314,0.5507506373335851,0.02426588612973279
Adelanto,2013,1128,4835291,153677,9315561,,,6948006,4500920,1739847,407230,0,1599790,0,0,79699,,,,,,,16666849,11448926,4800929,0.016600745397401213,,,,0.2901142861497095,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",31376,16307,661,6,6509,1462,170,9,6252,0.19926058133605304,0.20745155532891382,0.5197284548699643,0.026485211626721062
Adelanto,2012,1128,4716087,126920,9407919,,,6576400,6956022,1726825,568708,0,1671042,0,0,94271,,,,,,,16586669,13532422,4280867,0.022021473687456303,,,,0.28432996402110633,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",31040,16800,756,24,6571,1403,224,7,5255,0.16929768041237114,0.21169458762886598,0.5412371134020618,0.03157216494845361
Adelanto,2011,1128,4418060,116540,9259491,,,6669758,6495507,1056332,209339,0,1259927,0,0,156766,,,,,,,15122010,13165265,5404087,0.029008785387800013,,,,0.2921608966003858,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",30670,15881,683,69,6397,1559,262,63,5756,0.18767525268992502,0.20857515487447018,0.5178024127812194,0.03081186827518748
Adelanto,2010,1128,4730835,109138,17663065,,,8706221,44910207,1004015,331144,0,1377897,0,0,173884,,,,,,,26684100,53616428,7371062,0.023590087832662376,,,,0.17729040889518477,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",29764,15316,860,115,6102,1362,426,67,5516,0.18532455315145813,0.20501276710119606,0.5145813734713076,0.04320655825829862
Adelanto,2009,1128,5149106,58478,17756183,,,9107533,19996595,1194320,87500,0,1530251,0,0,192497,,,,,,,26965056,29104128,7825713,0.024598014264003803,,,,0.1909547675332104,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)","Adelanto city, California",26981,15631,724,129,4713,476,22,137,5149,0.19083799710907676,0.1746784774470924,0.5793336051295356,0.0276490863941292
Adelanto,2008,1128,4833967,37548,17839984,,,9912901,19367220,3237475,198019,0,2773797,0,0,177672,,,,,,,30077948,29280121,6477407,0.027429494549284922,,,,0.16071465380550562,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)",,,,,,,,,,,,,,
Adelanto,2006,1128,11107206,0,13146286,,,6432126,19917500,1249762,1738157,0,3144364,456,0,94403,,,,,,,23692945,26349626,3444207,0.02740921204794021,,,,0.46879803249448304,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)",,,,,,,,,,,,,,
Adelanto,2005,1128,9187177,0,11092424,,,4079980,16328363,851675,418006,0,1371471,289581,0,96355,,,,,,,18413688,20408343,2810299,0.034286387320352746,,,,0.4989319358511994,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)",,,,,,,,,,,,,,
Adelanto,2004,1128,9634790,0,11292645,,,3278977,13954509,1489050,489073,0,858867,459125,0,100733,,,,,,,17138995,17233486,1300854,0.07743605354636263,,,,0.5621560657436449,0,,,0600296,Adelanto city,06071,San Bernardino,San Bernardino County,"c(-117.439680939145, 34.5814006645471)",,,,,,,,,,,,,,
Agoura Hills,2021,1129,4707138,,5038926,23435521,,26997269,,1072833,3008872,0,3137922,253557,,86853,,40033,1659280,,99758,1664383,,,22915564,0.0037901314582525656,0.0017469786037123067,,,,,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20362,2944,1362,0,307,764,32,211,14742,0.723995678224143,0.015077104410175818,0.14458304685197917,0.06846085846184069
Agoura Hills,2020,1129,5061703,,5325392,25592324,,24937640,,1147943,,,3960734,696300,,93306,,44357,2546275,,109649,2555690,,,,,,,,,,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20269,2804,1467,0,336,633,30,246,14753,0.727860279244166,0.01657703882776654,0.13833933593171838,0.07385662834870985
Agoura Hills,2019,1129,4834641,,5051499,28060628,,25875221,,1568496,,,3911139,683515,,98186,,37596,2824777,,112464,2824777,,,,,,,,,,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20533,2167,1772,0,449,790,0,90,15265,0.7434373934641796,0.021867238104514682,0.10553742755564213,0.08630010227438757
Agoura Hills,2018,1129,4581256,,4665151,21252345,,23623223,,1602340,,,3173213,727941,,88793,,46052,1503237,,115644,1503237,,,,,,,,,,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20636,2219,1660,0,513,644,0,103,15497,0.7509691800736576,0.024859468889319634,0.10753052917232021,0.0804419461135879
Agoura Hills,2017,1129,4376208,,4459069,34873751,,24695869,,2305525,9658,0,3121532,609623,,90403,,40936,1468520,,77724,1468520,,,22380686,0.004039331055357284,0.0018290770890579493,,,,,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20736,2341,1816,0,548,457,0,42,15532,0.7490354938271605,0.02642746913580247,0.1128954475308642,0.08757716049382716
Agoura Hills,2016,1129,4106157,0,4182601,,,13106547,14994219,1213624,62000,0,17989731,604945,0,104803,,,,,,,31218079,28100766,11830923,0.008858395917207811,,,,0.13153137962140463,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20689,2618,1302,10,313,462,0,90,15894,0.7682343274203683,0.015128812412393059,0.1265406737880033,0.06293199284644013
Agoura Hills,2015,1129,3964900,0,4009597,,,12279899,11164016,2014818,57000,0,14333364,1156848,0,139746,,,,,,,33356576,23443915,10208081,0.013689742469715905,,,,0.11886411842750287,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20697,2547,1503,10,431,591,0,60,15555,0.7515581968401217,0.020824274049379136,0.123061313233802,0.07261922017683722
Agoura Hills,2014,1129,3833206,0,3878655,,,14000376,11485013,1169033,181482,0,6814826,1008024,0,133653,,,,,,,23389616,25485389,12649861,0.010565570641448155,,,,0.16388494791876873,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20630,2735,1425,12,372,472,0,49,15565,0.7544837615123606,0.01803199224430441,0.13257392147358216,0.06907416383906932
Agoura Hills,2013,1129,3761102,0,3809391,,,10845692,5394178,876923,328085,0,4447047,687935,0,154311,,,,,,,16062677,16239870,9640684,0.016006229433513222,,,,0.2341516298933235,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20488,2355,1426,15,329,535,0,52,15776,0.7700117141741507,0.01605818039828192,0.1149453338539633,0.06960171807887544
Agoura Hills,2012,1129,3631026,0,3679565,,,10589577,4995952,1046011,542834,0,4394667,1069594,0,215936,,,,,,,14904124,15585529,9000732,0.023990937625961977,,,,0.2436255898031981,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20431,2204,1230,12,277,493,0,44,16171,0.7914933189760658,0.013557828789584454,0.10787528755322794,0.06020263325338946
Agoura Hills,2011,1129,3838095,0,3925726,,,11047488,5591783,739652,2227205,1154597,8253911,2172890,0,240884,,,,,,,23604720,16639271,6926034,0.034779500071758236,,,,0.16259862434292802,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20353,2326,1249,0,319,478,0,30,15951,0.7837173881000344,0.015673365105881198,0.11428290669680145,0.06136687466221196
Agoura Hills,2010,1129,3576728,0,3630574,,,9822072,6007312,916865,1686101,8000,7225869,857578,0,274144,,,,,,,18872878,15829384,7211106,0.03801691446499331,,,,0.18951682938871325,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",20328,1882,1412,23,390,486,0,56,16079,0.7909779614325069,0.019185360094451005,0.09258166076347894,0.06946084218811492
Agoura Hills,2009,1129,3654581,0,3655593,,,10604791,7583921,1220065,3188113,0,6107242,733453,0,293118,,,,,,,16577904,18188712,6196613,0.047302937911404185,,,,0.22044891802968578,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)","Agoura Hills city, California",22207,1924,1631,35,653,486,0,72,17406,0.7838069077317963,0.029405142522628,0.08663934795334804,0.0734453100373756
Agoura Hills,2008,1129,3436099,0,3512359,,,11156986,7375574,665119,1956217,0,5798047,1005677,0,211752,,,,,,,16202371,18532560,8535650,0.024807952528512766,,,,0.2120738378352156,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)",,,,,,,,,,,,,,
Agoura Hills,2007,1129,2916412,0,2978780,,,11228707,10580336,769833,356906,0,9075067,1106297,0,221310,,,,,,,22282873,21809043,10101968,0.02190761245729545,,,,0.13088132755592155,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)",,,,,,,,,,,,,,
Agoura Hills,2006,1129,2769236,0,2784192,,,10452820,8152325,749465,588466,0,3226413,575410,0,315266,,,,,,,12030491,18605145,9114889,0.034588024056025256,,,,0.2301847863067268,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)",,,,,,,,,,,,,,
Agoura Hills,2005,1129,2546458,0,2591179,,,9616188,8273019,1220547,857304,0,3672694,959986,0,183169,,,,,,,12119543,17889207,7538337,0.02429832998975769,,,,0.21011171790883534,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)",,,,,,,,,,,,,,
Agoura Hills,2004,1129,2484520,0,2508344,,,8382720,8544144,2369449,4304701,0,4208466,976706,0,205113,,,,,,,12814774,16926864,1708570,0.1200495150915678,,,,0.19387934582381242,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)",,,,,,,,,,,,,,
Agoura Hills,2003,1129,2407447,0,2425170,,,9859020,6333096,2237202,191245,0,2543927,481023,0,218841,,,,,,,10272541,16192116,7430573,0.029451429923371995,,,,0.2343574973319649,0,,,0600394,Agoura Hills city,06037,Los Angeles,Los Angeles County,"c(-118.76088308205, 34.1510034103103)",,,,,,,,,,,,,,
Alameda,2021,1130,33681542,609183,74657994,156378928,90807343,194982440,102004759,6752854,4844384,9806060,14231484,284548,4581711,695589,69078,43707,8680823,4425599,1738880,13588071,247186271,296987199,173579142,0.004007330558184231,2.5179868673391644e-4,0.03511854831128546,0.007034694900187236,0.13625976015472155,0.018535459034454225,0.017903902923475875,0.0549709777368663,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",78320,9722,24262,235,4710,5195,413,825,32958,0.4208120531154239,0.060137895812053116,0.1241317671092952,0.3150536261491318
Alameda,2020,1130,33451531,1576062,74223180,174569031,85949010,191139183,105533309,7477854,,,13679056,309536,2980321,775926,131430,79678,9195712,4381944,1027290,13919354,260518041,296672492,,,,0.035297793445329954,0.0039432585783953445,0.1284038943007406,0.011439979314138938,0.01682011726780949,0.053429520453057606,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",79827,10207,25153,236,5528,4972,284,763,32684,0.40943540406128254,0.06924975258997582,0.1278640059127864,0.31865158405050925
Alameda,2019,1130,33171294,913328,72545880,173806377,95562467,162074498,111492464,7328259,,,12392225,302750,2341664,806077,125232,121332,7829521,4641727,1139713,12471248,269368844,273566962,,,,0.029066171438891425,0.004231049824010085,0.12314450887274847,0.008693150867885819,0.017231862939575893,0.046298034378467315,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",78522,10051,23491,204,5654,4945,269,369,33539,0.42712870278393317,0.07200529787830162,0.1280023432923257,0.3025903568426683
Alameda,2018,1130,31928024,601724,70028270,169436091,90627916,160467414,109727450,5236803,,,10313884,326329,3629669,886237,81716,113156,7669933,4275105,1095786,11945038,260064007,270194864,,,,0.029492481825829902,0.004213524249820545,0.12276986872697074,0.013956829481597582,0.016438664655351556,0.045931146481181455,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",78462,9406,24091,135,5487,5100,385,304,33554,0.4276465040401723,0.06993194157681426,0.11987968698223343,0.3119471846244042
Alameda,2017,1130,30853015,,65478217,139878413,70612542,147729630,88763153,5365589,2581410,5982979,5331395,,1955240,1140714,,627412,6990152,3851699,1010797,10841851,210490955,236492783,133799652,0.008525537869111947,0.0046891900735287415,0.03320879987455993,0.004802092327435162,0.14657644077865484,0.009288950206910316,0.018298643758825648,0.05150744363338558,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",78246,9031,24315,150,5734,4733,482,372,33429,0.4272295069396519,0.07328170130102497,0.11541804053881348,0.31691076860158984
Alameda,2016,1130,28981569,0,63231979,,,78173289,137014243,4374941,1860571,343287,21300504,0,1971840,1330843,,,,,,,200513189,215187532,71594490,0.01858862323064247,,,,0.14453697108173766,0.009833966582617166,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",77409,9123,23552,135,5742,4625,550,413,33269,0.42978206668475244,0.07417742123008952,0.11785451304111925,0.3113591442855482
Alameda,2015,1130,27431860,2232,55011865,,,73356784,115644751,5386372,1473989,343763,20344576,0,3787657,1572479,,,,,,,173564303,189001535,66152660,0.023770457605181712,,,,0.1580501262405323,0.021822788064893735,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",76733,9079,23661,138,5297,4224,561,420,33353,0.43466305240248654,0.06903157702683331,0.11831936715624308,0.3156660107124705
Alameda,2014,1130,29227134,15508,55096003,,,73493353,126848289,3749511,2170944,158532,13183764,0,3858009,1880326,,,,,,,174814502,200341642,67414366,0.02789206680368395,,,,0.16718941315292024,0.02206915877036334,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",75763,8987,23322,126,5304,4095,499,295,33135,0.4373506856909045,0.07000778744241912,0.11861990681467206,0.31441468790834576
Alameda,2013,1130,27600478,39921,53235522,,,67085138,99037986,4065609,2598398,182336,12221263,2286,4054000,1449729,,,,,,,157177102,166123124,60238795,0.024066367861442114,,,,0.17560113813524822,0.025792561056380846,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",74818,9066,24050,129,5011,3652,447,314,32149,0.4296960624448662,0.06697586142372157,0.12117404902563554,0.3274212088000214
Alameda,2012,1130,26927295,411457,52915822,,,58978061,100074906,6516891,3143914,2049147,11281013,440400,4249844,1341810,,,,,,,161933318,159052967,47268109,0.028387215574881577,,,,0.16628631669240546,0.02624440759004271,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",74023,9107,23406,135,4834,3606,465,183,32287,0.43617524282993125,0.06530402712670386,0.12302932872215393,0.32248085054645176
Alameda,2011,1130,26996303,464862,53502269,,,65031234,102692365,8195667,3739872,238447,19572203,2752186,3232800,1293175,,,,,,,163489787,167723599,52857248,0.024465424306615434,,,,0.16512531758329344,0.019773712225828514,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",73239,8609,23847,135,4721,3649,382,189,31707,0.43292508089952075,0.06446019197422138,0.11754666229740986,0.33082101066371744
Alameda,2010,1130,26273009,366658,50144893,,,63019860,108235564,6984724,3081406,239414,10680535,2580803,2353654,1434684,,,,,,,168176887,171255424,52714316,0.027216212005861936,,,,0.15622247187867142,0.013995109803643827,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",72512,8261,23045,166,4076,3735,413,181,32635,0.4500634377758164,0.05621138570167696,0.1139259708737864,0.3235050750220653
Alameda,2009,1130,25279179,380374,49305916,,,60631876,117167907,7924109,1748862,311137,8776912,1492806,2582331,1463268,,,,,,,175518675,177799783,50647768,0.028891065841242992,,,,0.14402558018398898,0.014712571183664645,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)","Alameda city, California",70080,8384,19925,173,3528,3295,158,263,34354,0.4902111872146119,0.05034246575342466,0.11963470319634703,0.28657248858447487
Alameda,2008,1130,26525027,384169,52202792,,,61697092,121110758,7950321,2198761,1371559,10547116,2376130,3334764,1187065,,,,,,,173234888,182807850,50176451,0.023657811111431535,,,,0.15311596472414957,0.019249956163564466,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)",,,,,,,,,,,,,,
Alameda,2007,1130,25421361,365298,50317237,,,62611110,119322448,11003926,2696070,765666,9617888,2071264,3581121,992594,,,,,,,182449080,181933558,48145448,0.020616570023400758,,,,0.1393340048631651,0.019628057318787247,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)",,,,,,,,,,,,,,
Alameda,2006,1130,24799162,552771,49141975,,,60480129,101967229,13076253,351152,15693,9184978,3786086,1414070,941793,,,,,,,153433508,162447358,47037031,0.020022373435942417,,,,0.1616280714900946,0.009216174605093433,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)",,,,,,,,,,,,,,
Alameda,2005,1130,23236992,450894,43872281,,,52088129,91126184,8809561,388700,36538,11594337,3066261,2454678,906430,,,,,,,142779441,143214313,42853330,0.02115191514871773,,,,0.16274746446163774,0.01719209700505831,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)",,,,,,,,,,,,,,
Alameda,2004,1130,22123230,398465,41628448,,,50157410,90823764,11418649,261667,737136,8982961,3090790,3005694,896360,,,,,,,152888821,140981174,37739958,0.023750953829890325,,,,0.14470142326494884,0.019659344485362995,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)",,,,,,,,,,,,,,
Alameda,2003,1130,21505360,313699,40766337,,,49422885,95583953,11226812,1093219,-743485,9636779,4786096,4133452,933559,,,,,,,135872191,145006838,37846339,0.02466708867137717,,,,0.15827639078845795,0.030421618799096276,,,0600562,Alameda city,06001,Alameda,Alameda County,"c(-122.266292918429, 37.7665616043103)",,,,,,,,,,,,,,
Albany,2021,1131,6885936,,12694249,32702275,1703359,34998254,4263550,1181110,625531,880735,3042625,,,97171,,22538,1352412,422411,0,1774823,34405634,39261804,32310878,0.0030073772678043597,6.975359815353826e-4,0.03930786452009575,0,0.20013977943263594,,0.012277378757211682,0.05158524327730743,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",19958,2574,5708,71,810,1623,34,290,8848,0.4433309950896883,0.040585228980859804,0.12897083876139895,0.2877041787754284
Albany,2020,1131,6029448,,11051895,28614603,2068120,31262321,4116381,1210870,,,2664287,,,161115,,40023,2061744,687552,0,2749296,30682723,35378702,,,,0.0671956005990733,0,0.19650954708289745,,0.022408441388986237,0.08960404198805953,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",20145,2633,6204,83,581,1480,32,207,8925,0.4430379746835443,0.02884090344998759,0.1307024075452966,0.30955572102258627
Albany,2019,1131,6190221,,11411968,28741072,1436170,31997965,3785666,1276686,,,2966396,,,203854,,44872,2384304,788147,0,3172451,30177242,35783631,,,,0.07901000363121322,0,0.20512878546024849,,0.026117264129041348,0.10512726776025456,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",19804,2973,5755,126,580,1194,84,359,8733,0.4409715209048677,0.02928701272470208,0.15012118763886084,0.2948394263785094
Albany,2018,1131,6754786,,11983025,36634586,1654862,31321703,3563680,885514,,,3060313,,,188954,,49086,2519910,854373,0,3374283,38289448,34885383,,,,0.0658121266203681,0,0.17641377331947955,,0.022313536617190197,0.0881256632375583,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",19758,2503,5852,126,478,1156,106,444,9093,0.46021864561190406,0.024192732057900596,0.1266828626379188,0.30154873975098695
Albany,2017,1131,6215172,,10909160,27764032,1724153,28459777,3513492,1609052,111361,475409,2614843,,,277987,,76092,2488286,757351,0,3245637,29488185,31973269,26263955,0.010584354108130325,0.0028972026490298205,0.08438247386198913,0,0.21076821106487226,,0.025683201594129988,0.11006567545611912,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",19682,2549,5269,54,807,1117,182,437,9267,0.470836297124276,0.041001930698099785,0.12950919621989634,0.27695356162991563
Albany,2016,1131,5948514,208223,10702242,,,16004206,19116749,978732,181430,509049,4991363,0,0,337025,,,,,,,31910800,35120955,14334995,0.023510646498307114,,,,0.1864106822768467,0,,,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",19420,2506,5118,63,740,1246,156,149,9442,0.48619979402677654,0.03810504634397528,0.1290422245108136,0.27157569515962926
Albany,2015,1131,6177235,0,11100339,,,14547726,13562235,990083,465490,317314,4510189,0,0,414413,,,,,,,24990215,28109961,12774839,0.03243978260704499,,,,0.24718614865858496,0,,,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",19249,2491,5166,59,839,1178,198,157,9161,0.47592082705595096,0.043586679827523504,0.1294093199646735,0.2786638266922957
Albany,2014,1131,5769279,0,10627861,,,18537480,13292726,1036832,842627,773369,6544044,0,0,208642,,,,,,,26862007,31830206,15884652,0.013134817180760396,,,,0.21477468157907934,0,,,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",19020,2198,5266,44,1009,1110,147,122,9124,0.4797055730809674,0.053049421661409045,0.11556256572029443,0.2845951629863302
Albany,2013,1131,5480281,0,9902080,,,11771767,14585606,1757654,88947,230122,7001524,0,0,196384,,,,,,,26636685,26357373,9695044,0.02025612261274936,,,,0.20574185564006933,0,,,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",18769,2007,5157,48,903,1065,112,56,9421,0.5019446960413447,0.04811124726943364,0.10693164260216315,0.2807288614204273
Albany,2012,1131,5729988,0,10378811,,,11318241,14498788,699900,128511,1473620,7586190,0,0,212798,,,,,,,27669832,25817029,9016210,0.023601712914850033,,,,0.2070843075592219,0,,,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",18493,1768,5528,41,518,1110,34,44,9450,0.5110041637376305,0.02801059860487752,0.09560374195641594,0.30076245065700535
Albany,2011,1131,5562224,0,9905075,,,11263361,15392623,2708823,294004,197992,5219176,0,0,189529,,,,,,,26361987,26655984,8062542,0.02350735041132189,,,,0.21099411057292455,0,,,0600674,Albany city,06001,Alameda,Alameda County,"c(-122.301721784467, 37.8897012334949)","Albany city, California",18217,1774,5278,10,550,937,17,63,9588,0.5263215677663721,0.030191579294065983,0.09738156666849646,0.29066256793105344
